County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Alamance,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.20%,1.30%,1.30%,1.30%,1.20%,1.20%,1.20%,1.20%,1.20%,1.30%
Alamance,In-State,North Carolina,Fall,Student Headcount,334,364,355,341,318,316,338,350,367,394
Alexander,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.10%,0.10%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%
Alexander,In-State,North Carolina,Fall,Student Headcount,44,45,34,38,43,43,44,41,32,32
Alleghany,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.10%,0.00%,0.00%
Alleghany,In-State,North Carolina,Fall,Student Headcount,11,13,13,8,11,15,12,17,12,12
Anson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Anson,In-State,North Carolina,Fall,Student Headcount,25,22,17,18,22,11,8,9,11,14
Ashe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Ashe,In-State,North Carolina,Fall,Student Headcount,38,36,36,37,22,25,23,30,28,36
Avery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Avery,In-State,North Carolina,Fall,Student Headcount,17,21,16,21,22,24,21,18,19,24
Beaufort,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.20%,0.30%,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%
Beaufort,In-State,North Carolina,Fall,Student Headcount,65,69,66,67,76,74,72,72,67,74
Bertie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Bertie,In-State,North Carolina,Fall,Student Headcount,40,29,18,15,16,16,15,18,21,29
Bladen,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Bladen,In-State,North Carolina,Fall,Student Headcount,60,44,42,37,37,36,39,40,39,38
Brunswick,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.60%
Brunswick,In-State,North Carolina,Fall,Student Headcount,131,126,123,130,128,136,146,155,153,174
Buncombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.60%,1.60%,1.80%,1.80%,1.80%,1.90%,1.80%,1.90%,1.80%,1.70%
Buncombe,In-State,North Carolina,Fall,Student Headcount,449,445,478,480,472,520,517,541,532,508
Burke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.40%,0.40%,0.30%,0.30%,0.40%,0.40%,0.40%,0.40%
Burke,In-State,North Carolina,Fall,Student Headcount,132,124,115,100,83,79,99,102,117,119
Cabarrus,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.50%,1.50%,1.50%,1.40%,1.50%,1.60%,1.60%,1.70%,1.90%
Cabarrus,In-State,North Carolina,Fall,Student Headcount,428,395,396,402,383,398,464,460,513,559
Caldwell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.40%,0.40%,0.50%,0.40%,0.40%,0.30%,0.30%,0.30%
Caldwell,In-State,North Carolina,Fall,Student Headcount,104,87,100,108,121,108,108,96,81,85
Camden,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Camden,In-State,North Carolina,Fall,Student Headcount,36,30,19,18,20,19,24,23,15,21
Carteret,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.70%,0.60%,0.70%,0.70%,0.70%,0.70%,0.70%,0.60%
Carteret,In-State,North Carolina,Fall,Student Headcount,222,219,200,168,179,187,209,205,194,181
Caswell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%
Caswell,In-State,North Carolina,Fall,Student Headcount,57,56,59,46,42,43,31,35,31,28
Catawba,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,0.90%,1.00%,1.00%,1.10%,1.00%,1.00%,1.00%,1.00%,1.00%
Catawba,In-State,North Carolina,Fall,Student Headcount,293,253,273,273,279,262,284,299,296,297
Chatham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.80%,0.70%,0.80%,0.80%,0.90%,1.00%,1.10%,1.10%,1.20%
Chatham,In-State,North Carolina,Fall,Student Headcount,188,209,198,203,221,237,280,316,324,360
Cherokee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Cherokee,In-State,North Carolina,Fall,Student Headcount,29,23,24,29,32,33,29,27,22,20
Chowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Chowan,In-State,North Carolina,Fall,Student Headcount,42,40,37,39,33,32,28,32,33,33
Clay,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Clay,In-State,North Carolina,Fall,Student Headcount,8,12,14,10,7,5,8,6,4,2
Cleveland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.50%,0.40%,0.40%,0.40%,0.40%,0.40%
Cleveland,In-State,North Carolina,Fall,Student Headcount,134,137,132,136,129,119,109,120,109,126
Columbus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%
Columbus,In-State,North Carolina,Fall,Student Headcount,67,60,63,53,58,54,56,85,92,85
Craven,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.60%,0.60%,0.70%,0.70%,0.70%,0.70%,0.70%,0.80%
Craven,In-State,North Carolina,Fall,Student Headcount,206,202,172,165,174,182,186,209,215,229
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.90%,1.70%,1.70%,1.70%,1.70%,1.80%,1.70%,1.80%,1.90%,1.90%
Cumberland,In-State,North Carolina,Fall,Student Headcount,518,473,463,447,455,476,489,521,552,569
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Currituck,In-State,North Carolina,Fall,Student Headcount,48,33,33,29,24,28,31,40,41,43
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Dare,In-State,North Carolina,Fall,Student Headcount,98,86,79,90,85,76,79,90,92,103
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,0.90%,0.90%,1.00%,1.00%,0.90%,0.90%,0.90%,0.90%,1.00%
Davidson,In-State,North Carolina,Fall,Student Headcount,271,257,251,260,265,244,250,262,274,311
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.30%
Davie,In-State,North Carolina,Fall,Student Headcount,116,112,115,108,114,118,110,112,109,98
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%
Duplin,In-State,North Carolina,Fall,Student Headcount,80,82,81,70,80,74,69,70,66,75
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.40%,3.30%,3.50%,3.50%,3.40%,3.70%,3.60%,3.60%,3.70%,3.80%
Durham,In-State,North Carolina,Fall,Student Headcount,945,904,923,924,911,990,"1,014","1,053","1,105","1,135"
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,85,72,62,58,58,58,57,55,60,63
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.60%,2.60%,2.60%,2.60%,2.70%,2.60%,2.60%,2.60%,2.70%,2.80%
Forsyth,In-State,North Carolina,Fall,Student Headcount,708,717,698,675,709,710,737,768,797,828
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.70%,0.60%,0.60%,0.60%,0.60%,0.70%,0.70%,0.60%
Franklin,In-State,North Carolina,Fall,Student Headcount,190,179,186,161,164,167,183,195,197,187
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.10%,1.10%,1.10%,1.00%,0.90%,0.90%,0.90%,0.90%,1.00%
Gaston,In-State,North Carolina,Fall,Student Headcount,286,308,304,278,265,251,257,261,273,294
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.00%,0.10%,0.10%,0.10%
Gates,In-State,North Carolina,Fall,Student Headcount,29,23,17,17,13,16,13,15,18,19
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Graham,In-State,North Carolina,Fall,Student Headcount,11,14,10,7,7,5,5,4,4,5
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.50%,0.60%,0.50%,0.50%,0.40%,0.40%,0.40%,0.40%
Granville,In-State,North Carolina,Fall,Student Headcount,162,154,144,150,139,128,117,127,133,131
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Greene,In-State,North Carolina,Fall,Student Headcount,21,23,27,29,26,23,19,17,18,16
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,5.10%,5.00%,5.00%,5.10%,5.20%,5.20%,5.20%,5.00%,4.80%,4.80%
Guilford,In-State,North Carolina,Fall,Student Headcount,"1,412","1,352","1,328","1,339","1,389","1,398","1,474","1,462","1,430","1,437"
Halifax,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.30%,0.30%,0.30%,0.20%,0.20%,0.30%,0.30%,0.30%
Halifax,In-State,North Carolina,Fall,Student Headcount,114,91,83,80,72,67,69,76,80,85
Harnett,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.80%,0.60%,0.70%,0.70%,0.80%,0.80%,0.80%,0.90%
Harnett,In-State,North Carolina,Fall,Student Headcount,235,212,203,170,184,195,214,230,237,260
Haywood,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Haywood,In-State,North Carolina,Fall,Student Headcount,71,63,53,61,62,62,54,62,73,68
Henderson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.60%,0.60%,0.50%,0.60%,0.50%,0.60%,0.50%
Henderson,In-State,North Carolina,Fall,Student Headcount,134,148,137,149,157,146,163,157,167,154
Hertford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.10%,0.10%
Hertford,In-State,North Carolina,Fall,Student Headcount,34,28,26,25,21,14,11,14,20,27
Hoke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.20%,0.10%,0.20%,0.20%,0.20%,0.20%
Hoke,In-State,North Carolina,Fall,Student Headcount,47,35,34,29,46,38,43,47,47,50
Hyde,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Hyde,In-State,North Carolina,Fall,Student Headcount,8,8,7,8,11,12,10,10,11,7
Iredell,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.50%,1.50%,1.60%,1.60%,1.60%,1.70%,1.70%,1.60%,1.60%
Iredell,In-State,North Carolina,Fall,Student Headcount,407,413,397,425,413,426,474,485,487,491
Jackson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Jackson,In-State,North Carolina,Fall,Student Headcount,32,32,35,29,23,24,28,29,24,32
Johnston,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.50%,2.50%,2.50%,2.50%,2.60%,2.50%,2.60%,2.80%,2.90%,2.90%
Johnston,In-State,North Carolina,Fall,Student Headcount,682,689,666,659,684,691,736,803,869,879
Jones,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%
Jones,In-State,North Carolina,Fall,Student Headcount,17,16,15,14,11,12,10,14,15,11
Lee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.50%,0.50%,0.50%,0.50%,0.60%,0.50%,0.50%
Lee,In-State,North Carolina,Fall,Student Headcount,168,156,147,141,132,138,151,165,161,151
Lenoir,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.40%,0.30%,0.30%,0.30%,0.20%,0.30%,0.30%,0.30%
Lenoir,In-State,North Carolina,Fall,Student Headcount,93,89,98,92,80,77,70,87,82,93
Lincoln,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.60%,0.50%,0.50%,0.60%,0.60%,0.60%
Lincoln,In-State,North Carolina,Fall,Student Headcount,148,144,144,143,151,141,151,175,163,189
Macon,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Macon,In-State,North Carolina,Fall,Student Headcount,28,28,23,20,22,23,28,27,29,29
Madison,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%
Madison,In-State,North Carolina,Fall,Student Headcount,25,29,27,26,26,20,20,20,14,10
Martin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.10%,0.20%,0.10%,0.10%,0.10%,0.10%
Martin,In-State,North Carolina,Fall,Student Headcount,41,43,46,44,37,41,35,37,30,22
Mcdowell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%
Mcdowell,In-State,North Carolina,Fall,Student Headcount,22,21,25,31,32,36,42,41,43,51
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,6.20%,6.30%,6.60%,6.90%,6.80%,7.20%,7.40%,7.80%,7.90%,7.80%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,"1,725","1,717","1,775","1,827","1,813","1,962","2,089","2,262","2,349","2,334"
Mitchell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%
Mitchell,In-State,North Carolina,Fall,Student Headcount,20,20,21,21,14,16,15,15,16,14
Montgomery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Montgomery,In-State,North Carolina,Fall,Student Headcount,44,43,28,28,28,32,36,36,34,27
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.00%,1.00%,0.90%,0.90%,0.90%,0.90%,0.80%,0.90%,1.00%
Moore,In-State,North Carolina,Fall,Student Headcount,273,266,264,251,246,239,242,244,257,291
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.10%,1.00%,0.90%,0.90%,0.90%,0.80%,0.80%,0.80%,0.80%
Nash,In-State,North Carolina,Fall,Student Headcount,357,304,276,239,234,246,239,229,245,239
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.30%,2.30%,2.30%,2.30%,2.30%,2.20%,2.30%,2.30%,2.40%,2.30%
New Hanover,In-State,North Carolina,Fall,Student Headcount,629,620,618,611,608,605,642,678,725,704
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Northampton,In-State,North Carolina,Fall,Student Headcount,35,30,15,17,18,15,23,18,21,22
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,0.80%,0.80%,0.70%,0.70%,0.80%,0.80%,0.70%,0.80%
Onslow,In-State,North Carolina,Fall,Student Headcount,244,234,207,200,195,192,221,220,213,238
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.60%,2.60%,2.40%,2.40%,2.40%,2.50%,2.40%,2.30%,2.40%,2.40%
Orange,In-State,North Carolina,Fall,Student Headcount,721,699,635,632,642,665,669,672,717,724
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%
Pamlico,In-State,North Carolina,Fall,Student Headcount,24,26,28,28,34,28,19,14,19,25
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.10%,0.10%,0.20%,0.10%,0.10%,0.20%,0.20%,0.20%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,50,44,37,34,42,37,40,48,51,49
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.40%,0.50%,0.50%,0.50%,0.50%
Pender,In-State,North Carolina,Fall,Student Headcount,96,94,86,83,83,110,134,153,145,151
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%
Perquimans,In-State,North Carolina,Fall,Student Headcount,16,21,16,14,15,15,14,14,12,13
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.20%,0.30%,0.30%,0.20%,0.20%,0.20%
Person,In-State,North Carolina,Fall,Student Headcount,85,76,85,74,62,68,71,64,66,67
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.20%,1.10%,1.10%,1.10%,1.10%,1.10%,1.00%,1.10%,1.10%
Pitt,In-State,North Carolina,Fall,Student Headcount,351,331,306,282,281,289,311,281,320,324
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Polk,In-State,North Carolina,Fall,Student Headcount,26,28,36,27,29,25,21,20,23,28
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.90%,0.90%
Randolph,In-State,North Carolina,Fall,Student Headcount,248,242,219,218,220,216,238,242,263,273
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%
Richmond,In-State,North Carolina,Fall,Student Headcount,57,55,46,37,32,27,24,30,45,53
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Robeson,In-State,North Carolina,Fall,Student Headcount,121,98,94,95,102,100,100,105,107,118
Rockingham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.40%,0.40%,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%
Rockingham,In-State,North Carolina,Fall,Student Headcount,131,112,106,104,106,91,91,94,97,101
Rowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.80%,0.70%,0.60%,0.60%,0.50%,0.50%,0.50%,0.50%
Rowan,In-State,North Carolina,Fall,Student Headcount,214,214,203,196,167,162,151,156,139,157
Rutherford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%
Rutherford,In-State,North Carolina,Fall,Student Headcount,76,77,72,75,73,72,67,62,51,57
Sampson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.50%,0.50%,0.50%,0.50%,0.60%,0.50%,0.50%
Sampson,In-State,North Carolina,Fall,Student Headcount,118,115,111,126,127,144,145,170,144,146
Scotland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Scotland,In-State,North Carolina,Fall,Student Headcount,40,34,26,35,37,34,31,31,26,29
Stanly,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%,0.30%,0.30%,0.20%
Stanly,In-State,North Carolina,Fall,Student Headcount,99,81,76,81,72,70,70,80,79,75
Stokes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Stokes,In-State,North Carolina,Fall,Student Headcount,49,56,58,57,58,54,55,52,56,62
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.40%,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%
Surry,In-State,North Carolina,Fall,Student Headcount,138,137,124,105,99,89,96,85,91,96
Swain,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%
Swain,In-State,North Carolina,Fall,Student Headcount,10,7,4,6,5,12,12,12,16,14
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Transylvania,In-State,North Carolina,Fall,Student Headcount,32,33,26,29,22,25,30,31,37,39
Tyrrell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Tyrrell,In-State,North Carolina,Fall,Student Headcount,7,8,4,3,1,5,7,7,7,4
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.10%,2.20%,2.30%,2.40%,2.60%,2.60%,2.80%,2.80%,2.90%,2.90%
Union,In-State,North Carolina,Fall,Student Headcount,579,602,612,633,683,692,775,824,861,880
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%,0.30%,0.20%
Vance,In-State,North Carolina,Fall,Student Headcount,117,105,86,76,73,60,57,69,74,68
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,35.40%,36.20%,36.90%,37.10%,36.10%,36.50%,36.10%,35.30%,34.80%,34.10%
Wake,In-State,North Carolina,Fall,Student Headcount,"9,807","9,835","9,849","9,804","9,600","9,891","10,181","10,261","10,286","10,254"
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Warren,In-State,North Carolina,Fall,Student Headcount,40,38,35,37,27,27,26,17,15,19
Washington,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Washington,In-State,North Carolina,Fall,Student Headcount,25,22,18,22,13,13,10,9,10,10
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.40%,0.40%,0.40%,0.30%,0.40%,0.30%,0.30%,0.30%,0.30%
Watauga,In-State,North Carolina,Fall,Student Headcount,96,103,101,99,91,97,92,99,92,101
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.70%,0.70%
Wayne,In-State,North Carolina,Fall,Student Headcount,262,256,219,203,216,207,221,229,208,199
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Wilkes,In-State,North Carolina,Fall,Student Headcount,69,55,50,50,54,60,59,52,56,54
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.70%,0.70%,0.70%,0.60%,0.50%,0.60%,0.40%,0.50%
Wilson,In-State,North Carolina,Fall,Student Headcount,186,184,175,185,196,170,142,160,132,145
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.20%,0.20%
Yadkin,In-State,North Carolina,Fall,Student Headcount,62,56,50,50,44,38,38,34,52,54
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%
Yancey,In-State,North Carolina,Fall,Student Headcount,14,12,15,16,19,19,15,12,12,11
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,1.10%,1.10%,1.00%,1.00%,1.30%,1.40%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,294,299,287,304,375,425
